youtube_id,channel_id,channel_name,language
tLMpdBjA2SU,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
GeyDf4ooPdo,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
vKA4w2O61Xo,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
N8HrMZB6_dU,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
F69uqDIhr60,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
1TKSfAkWWN0,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
vWVZ6APXM4w,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
IcrBqCFLHIY,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
J3xLuZNKhlY,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
GzbKb59my3U,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
cztocbHiiqQ,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
5THOUSvpCKk,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
x4I9mmd-2Rc,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
a8FTr2qMutA,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
WMXhk_SATTc,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
uWEp_4fHX4Y,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
NqdOyxJZj0U,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
txmKr69jGBk,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
aRhkQTQxm4w,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
rM04U5BO3Ug,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
a7_8Gc_Llr8,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
qiiFMRYUEQM,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
vqDbMEdLiCs,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
ADJKsLEAOHo,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
XBtBdNHBNSI,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
M4CQ4T_K8Hw,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
aFO4PBolwFg,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
2PP9lRSmmeo,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
ljvX-RMv_lw,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
oLyfBhi3xj4,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
SnrdqCQuwK8,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
5O-wAYKBBSc,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
uiyMuHuCFo4,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
og1CzUmnSlE,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
tDr26U49_VA,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
mAA613hqqZ0,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
ty9QSiVC2g0,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
h0SZZTBQmEs,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
iQOHRKKNNLQ,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
knwiWm4DpvQ,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
8EGXqZRwbzw,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
cY_o4A1wzsg,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
2KZb2_vcNTg,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
E9WUaBGH7_I,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
Bwf3msm7rqM,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
7rAiZR_zasg,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
wQTVcaA3PQw,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
t-3jnOIJg4k,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
m8IGMFr62-Q,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
I_rw-AJqpCM,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
1tXPVTIisl0,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
PifL8bAybyc,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
Jip3BbZBpsM,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
UMnQWn1rkAA,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
23f1jvGUWJs,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
357_DHp3Nys,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
vVKFBaaL4uM,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
2kOQaHTPFI8,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
dMwr0VYuExE,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
JsytnJ_pSf8,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
RwTjsRt0Fzo,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
wGIZKETKKdw,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
eCMmmEEyOO0,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
oKb2tCtpvNU,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
KCL8zqjXbME,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
p3b9pK-O6cE,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
Jeb3O87iXWI,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
X-QFAB0gEtE,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
1erU-Cwcl2c,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
KzOkuGQC3Rw,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
EJrmR-RGjUM,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
CRSDxGtcsxE,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
1iIv1SuS164,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
qQCVnjGUv24,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
dHT5NZg7JXA,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
gM3zP72-rJE,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
Stx6kLd9dYI,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,en
cEyxG-4NLeg,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
21CnJ2mxMvQ,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
J_2KVC4zwz4,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
Tad2K22W-sQ,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
OGXjkOpUxII,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
kpoQfdPK-Oc,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
ysFE1-DNtpk,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
l5NoSmL1b5Y,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
37Wq3LqrM2Q,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
gs73HrPGVD8,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
Ajhu5QdQ9yA,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
wJUf9D5sb0I,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
i1ABPHubIVc,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
b_ozPovGOh8,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
1EJU3xB-4SM,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
7mlgZBzNgVk,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
aI3nYYAJNjA,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
zyfSi_EJ7vo,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
Ed1tOLU-8rI,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
qsQWzIk2H2A,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
Xfm6dE42Fn8,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
pG2rqRN7HMo,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
erpd0q1pTag,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
VUYynIxnAtw,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
P9cNwlc4DDc,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
_tlfnMKrDmA,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
lDloFUqBcG0,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
bS7Vxx7nFX8,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
AOS9mpO1BBE,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
_0ePcaQqAk4,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
dFpg9K1Sq2A,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
6jPbjeuXB4k,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
S8Jc5JGxXgc,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
T4kHrv97h30,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
o06tjasgRmE,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
iabBavv9vzs,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
v8U8vIICnY8,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
8UNaa2OLlS0,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
iuKRnUxiTpo,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
xOcfoPjdCgA,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
bbol0jApEpQ,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
dXSaiu_Y564,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
P1RZoWtxDbM,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
KGeAv-jQecc,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
mZ-tN3wg2yw,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
-3Il3IrsKlk,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
g3Y4mmHrBNs,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
GjiO_9iNalM,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
g174qjV_R8w,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
NALlXGxsbsA,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
cQ5Plgn5dsg,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
xrf0hKJbdkE,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
UlWIxbku8rQ,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
lz_3EgpQAcQ,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
8ptYQBy01gU,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
4aiaDbUeth0,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
vkyNe_sEU0c,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
34idurEw4JM,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
TcYWUrM80BE,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
a4rzF2xpgQw,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
uN1D4N_eFPE,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
uFfiq8Ob-hc,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
GPlTlwa8WLY,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
E0_7XBIAOj0,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
twKDBUWUFWI,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
dAu2gn_fCZY,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
Jvk60p8_pcA,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
YNYM3jv-4Ok,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
_YbEfYGYUlM,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
rK1CETbGZdY,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
jfXa1NHRD6Y,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
H3uyOtvmr2s,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
ezKns1S-MVw,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
DCbiXUVc06w,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
Q-dum9A8f3A,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
wsCjlkgp67g,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
WfyMkcEFIXo,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
-XGeCVl_FH4,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
QKv9icFzbLE,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
tecYrS5DgAA,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
49dYhoT0TeI,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
90j-_N12I_I,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
49HSALs-OGw,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
mr29qWv9PQM,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
ek8IRqYBwKY,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
bjJXNUdjdUs,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
1saPOBxgezQ,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
9BwIxnIoQYE,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
Ts1F3hpYxnc,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
DL2J2bYIpqI,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
JocM0oOzkZ8,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
voaevC5y1-w,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
M0EVxQZSI1I,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
baVkaQ8e-QM,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
94bFxzIbRro,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
h1xl7PyJRBI,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
lG14aMhHSSI,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
-wWz8f6bs5A,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
yHsAcAXYbns,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
hY6qhRBK8d0,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
t63Z6OFisKs,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
VZ06D4-nl9Q,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
4qpdxg5dX7s,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
z0clJTum5KI,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
s1_lQFaDRBc,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
R3n3CXg6oj0,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
uk_yliwpPwk,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
SoJLrxajTQ4,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
MGTL3tcHnDc,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
Pq8bHWKP_Jc,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
Aqi20TigM7U,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
yo0Q3DSqMSU,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
yNYhMECvp7U,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
srX5c_wZ6oI,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
hWISECsWm64,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
fjxQ25nDvqQ,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
ICEjmTgg_mw,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
-cNlrp7ukak,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
lP3BqBleZPw,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
nKxm8uoYPEo,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
4304DzCrlQU,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
feJ9f0ytXig,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
cZS0yi5ExXo,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
hyRdfKFbgtE,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
cJNj2nJGb8w,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
GDwsCZ1Pe9E,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
Y8wRlp7-Zwc,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
6fhjqhqSZ3c,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
DdNDFCkGCCE,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
QRuYK3t2pIA,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
kR3jqWAxdTg,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
fs2Aso_KNIc,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
XInV7bKeKH4,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
BiZ1ralCpmo,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
ZZi-F_nhsqM,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
YI4d4Jxx4Vs,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
ecjRPDIA7Sk,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
Jo_ewuKlskU,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
FAhIvW9RpTc,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
z--ziCfz-90,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
Oez6A3bYsOo,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
zmdJBdqbJrY,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
zQSNNKGB4j0,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
sVlXodtIeDo,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
iHF2yBJlkjU,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
BmPu1ZXnTOY,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
iRPnxRQHqGY,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
tefyGnlKQzE,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
dr6x5L0F264,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
nkMtvVeOLgs,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
Ni7LJ-K-txA,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
2hyLrGUNFFY,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
z24-tFAH4t8,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
jqskik3ELkI,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
JG3R4lcWEeU,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
Pjt0GFx-Yx4,UCaY08MNW5C097-0je7xT6fA,Научпок,ru
